500,19,
1000,22,
1500,24,
2000,24,
2500,24,
3000,26,
3500,26,
4000,26,
4500,29,
5000,29,
5500,29,
6000,29,
6500,29,
7000,30,
7500,30,
8000,30,
8500,31,
9000,32,
9500,31,
10000,31,
10500,31,
11000,32,
11500,32,
12000,33,
12500,32,
13000,32,
13500,32,
14000,33,
14500,32,
15000,32,
15500,32,
16000,33,
16500,34,
17000,33,
17500,34,
18000,32,
18500,32,
19000,33,
19500,33,
20000,34,
