500,26,
1000,50,
1500,65,
2000,84,
2500,100,
3000,119,
3500,138,
4000,158,
4500,172,
5000,189,
5500,207,
6000,221,
6500,243,
7000,258,
7500,284,
8000,304,
8500,320,
9000,339,
9500,353,
10000,370,
10500,383,
11000,396,
11500,417,
12000,435,
12500,449,
13000,464,
13500,483,
14000,500,
14500,521,
15000,536,
15500,552,
16000,564,
16500,581,
17000,603,
17500,624,
18000,642,
18500,657,
19000,675,
19500,694,
20000,713,
