1,8600
2,8200
3,5900
4,1600
5,1400
6,1300
7,1200
8,1200
9,1100
10,1200
11,1400
12,2200
13,1300
14,2200
15,1400
16,1500
17,1300
18,1300
19,1300
20,1500
21,1200
22,9600
23,3100
24,1200
25,1700
26,2000
27,4100
28,1300
29,1300
30,1200
31,1100
32,1300
33,1400
34,1200
35,1200
36,1200
37,1300
38,1400
39,1700
40,1200
41,1200
42,1600
43,3000
44,31600
45,2000
46,3000
47,1500
48,1200
49,1100
50,2600
51,1100
52,1200
53,1000
54,1100
55,1000
